reaction_id,reaction_name,full_reaction,Glucose Biomass-Constrained GSM flux,Glucose Biomass-Constrained GSM LB,Glucose Biomass-Constrained GSM UB
ETOHtm,ethanol transport to mitochondria diffusion ,etoh[c] <=> etoh[m],0.0,0.0,181.053885229485
EX_13BDglcn(e),1 3 beta D Glucan exchange,13BDglcn[e] --> ,0.0,0.0,-0.0
EX_4abut(e),4 Aminobutanoate exchange,4abut[e] --> ,0.0,0.0,-0.0
EX_5aop(e),5 Amino 4 oxopentanoate exchange,5aop[e] --> ,0.0,0.0,-0.0
EX_8aonn(e),8 Amino 7 oxononanoate exchange,8aonn[e] --> ,0.0,0.0,-0.0
EX_abt(e),L Arabinitol exchange,abt[e] --> ,0.0,0.0,-0.0
EX_ac(e),Acetate exchange,ac[e] --> ,0.0,0.0,61.32499068218
EX_ade(e),Adenine exchange,ade[e] --> ,0.0,0.0,-0.0
EX_adn(e),Adenosine exchange,adn[e] --> ,0.0,0.0,-0.0
EX_akg(e),2 Oxoglutarate exchange,akg[e] --> ,0.0,0.0,-0.0
EX_ala_L(e),L Alanine exchange,ala_L[e] --> ,0.0,0.0,45.222165079925
EX_alltn(e),Allantoin exchange,alltn[e] --> ,0.0,0.0,-0.0
EX_alltt(e),Allantoate exchange,alltt[e] --> ,0.0,0.0,-0.0
EX_amet(e),S Adenosyl L methionine exchange,amet[e] --> ,0.0,0.0,-0.0
EX_arab_D(e),D Arabinose exchange,arab_D[e] --> ,0.0,0.0,-0.0
EX_arab_L(e),L Arabinose exchange,arab_L[e] --> ,0.0,0.0,-0.0
EX_arg_L(e),L Arginine exchange,arg_L[e] --> ,0.0,0.0,16.60955296308
EX_asn_L(e),L Asparagine exchange,asn_L[e] --> ,0.0,0.0,30.605965050503
EX_asp_L(e),L Aspartate exchange,asp_L[e] --> ,0.0,0.0,41.282464486724
EX_buca(e),butanoate exchange YL,buca[e] --> ,0.0,0.0,-0.0
EX_btn(e),Biotin exchange,btn[e] --> ,0.0,0.0,-0.0
EX_chol(e),Choline exchange,chol[e] --> ,0.0,0.0,-0.0
EX_cit(e),Citrate exchange,cit[e] --> ,0.0,0.0,27.66740160852
EX_co2(e),CO2 exchange,co2[e] --> ,177.955911203646,94.216002608603,265.580456773878
EX_crn(e),L Carnitine exchange,crn[e] --> ,0.0,0.0,-0.0
EX_csn(e),Cytosine exchange,csn[e] --> ,0.0,0.0,-0.0
EX_cys_L(e),L Cysteine exchange,cys_L[e] --> ,0.0,0.0,20.671277705141
EX_cytd(e),Cytidine exchange,cytd[e] --> ,0.0,0.0,-0.0
EX_dad_2(e),Deoxyadenosine exchange,dad_2[e] --> ,0.0,0.0,-0.0
EX_dann(e),7 8 Diaminononanoate exchange,dann[e] --> ,0.0,0.0,-0.0
EX_dcyt(e),Deoxycytidine exchange,dcyt[e] --> ,0.0,0.0,-0.0
EX_ddca(e),dodecanoate uptake,ddca[e] --> ,0.0,0.0,6.9499327386
EX_dgsn(e),Deoxyguanosine exchange,dgsn[e] --> ,0.0,0.0,-0.0
EX_din(e),Deoxyinosine exchange,din[e] --> ,0.0,0.0,-0.0
EX_dttp(e),dTTP exchange,dttp[e] --> ,0.0,0.0,10.182856218638
EX_duri(e),Deoxyuridine exchange,duri[e] --> ,0.0,0.0,-0.0
EX_ergst(e),Ergosterol exchange,ergst[e] --> ,0.0,0.0,2.276820712454
EX_etoh(e),Ethanol exchange,etoh[e] --> ,0.0,0.0,47.02373438224
EX_fmn(e),FMN exchange,fmn[e] --> ,0.0,0.0,-0.0
EX_for(e),Formate exchange,for[e] --> ,0.0,0.0,48.838036741883
EX_fru(e),D Fructose exchange,fru[e] --> ,0.0,0.0,-0.0
EX_fum(e),Fumarate exchange,fum[e] --> ,0.0,0.0,42.77460175734
EX_gal(e),D Galactose exchange,gal[e] --> ,0.0,0.0,-0.0
EX_gam6p(e),D Glucosamine 6 phosphate exchange,gam6p[e] --> ,0.0,0.0,18.834440031077
EX_gcald(e),Glycolaldehyde exchange,gcald[e] --> ,0.0,0.0,-0.0
EX_glc_e,D Glucose exchange,glc_D[e] <=> ,-100.0,-100.0,-100.0
EX_gln_L(e),L Glutamine exchange,gln_L[e] --> ,0.0,0.0,25.867336581852
EX_glu_L(e),L Glutamate exchange,glu_L[e] --> ,0.0,0.0,27.339279924102
EX_gly(e),Glycine exchange,gly[e] --> ,0.0,0.0,60.211937686944
EX_glyc_e,Glycerol exchange,glyc[e] --> ,0.0,0.0,28.01019286673
EX_gsn(e),Guanosine exchange,gsn[e] --> ,0.0,0.0,-0.0
EX_gthox(e),Oxidized glutathione exchange,gthox[e] --> ,0.0,0.0,-0.0
EX_gua(e),Guanine exchange,gua[e] --> ,0.0,0.0,20.767353351731
EX_h2o_e,H2O exchange,h2o[e] <=> ,323.213307683051,235.626469510274,484.516364760632
EX_h_e,H exchange,h[e] <=> ,-2.531670823496,-32.554615471548,164.130321720306
EX_hdca(e),Hexadecanoate n C160 exchange,hdca[e] --> ,0.0,0.0,-0.0
EX_hca(e),Hexadecanoate n C60 exchange YL,hca[e] --> ,0.0,0.0,-0.0
EX_hdcea(e),hexadecenoate n C161 exchange,hdcea[e] --> ,0.0,0.0,-0.0
EX_his_L(e),L Histidine exchange,his_L[e] --> ,0.0,0.0,16.25295700801
EX_hxan(e),Hypoxanthine exchange,hxan[e] --> ,0.0,0.0,22.913423252943
EX_ile_L(e),L Isoleucine exchange,ile_L[e] --> ,0.0,0.0,15.65729634337
EX_inost(e),myo Inositol exchange,inost[e] --> ,0.0,0.0,-0.0
EX_ins(e),Inosine exchange,ins[e] --> ,0.0,0.0,-0.0
EX_k(e),K exchange,k[e] --> ,0.0,0.0,-0.0
EX_lac_L(e),L Lactate exchange,lac_L[e] --> ,0.0,0.0,-0.0
EX_leu_L(e),L Leucine exchange,leu_L[e] --> ,0.0,0.0,17.049653389753
EX_lys_L(e),L Lysine exchange,lys_L[e] --> ,0.0,0.0,15.909484582337
EX_mal_L(e),L Malate exchange,mal_L[e] --> ,0.0,0.0,-0.0
EX_malt(e),Maltose exchange,malt[e] --> ,0.0,0.0,-0.0
EX_man(e),D Mannose exchange,man[e] --> ,0.0,0.0,-0.0
EX_melib(e),Melibiose exchange,melib[e] --> ,0.0,0.0,-0.0
EX_met_L(e),L Methionine exchange,met_L[e] --> ,0.0,0.0,13.490108665716
EX_mmet(e),S Methyl L methionine exchange,mmet[e] --> ,0.0,0.0,-0.0
EX_na1(e),Sodium exchange,na1[e] --> ,0.0,0.0,-0.0
EX_nh4_e,Ammonia exchange,nh4[e] <=> ,-76.702148487525,-194.750574492195,-60.777293516468
EX_nmn(e),NMN exchange,nmn[e] --> ,0.0,0.0,-0.0
EX_o2_e,O2 exchange,o2[e] <=> ,-151.76614300869,-244.82819285295,-103.505578325724
EX_ocdca(e),octadecanoate n C180 exchange,ocdca[e] --> ,0.0,0.0,-0.0
EX_ocdcea_e,octadecenoate n C181 exchange,ocdcea[e] --> ,0.0,0.0,-0.0
EX_ocdcya(e),octadecynoate n C182 exchange,ocdcya[e] --> ,0.0,0.0,-0.0
EX_orn(e),Ornithine exchange,orn[e] --> ,0.0,0.0,21.419559251022
EX_pap(e),Adenosine 3 5 bisphosphate exchange,pap[e] --> ,0.0,0.0,7.538708624182
EX_phe_L(e),L Phenylalanine exchange,phe_L[e] --> ,0.0,0.0,11.415729729444
EX_pi_e,Phosphate exchange,pi[e] <=> ,-2.531670823496,-32.55461547153,-2.006046815634
EX_pnto_R(e), R Pantothenate exchange,pnto_R[e] --> ,0.0,0.0,11.994804794542
EX_pro_L(e),L Proline exchange,pro_L[e] --> ,0.0,0.0,21.48436881004
EX_ptrc(e),Putrescine exchange,ptrc[e] --> ,0.0,0.0,-0.0
EX_pyr(e),Pyruvate exchange,pyr[e] --> ,0.0,0.0,-0.0
EX_rib_D(e),D Ribose exchange,rib_D[e] --> ,0.0,0.0,-0.0
EX_ribflv(e),Riboflavin exchange,ribflv[e] --> ,0.0,0.0,-0.0
EX_sbt_D(e),D Sorbitol exchange,sbt_D[e] --> ,0.0,0.0,-0.0
EX_sbt_L(e),L Sorbitol exchange,sbt_L[e] --> ,0.0,0.0,-0.0
EX_ser_L(e),L Serine exchange,ser_L[e] --> ,0.0,0.0,45.691599319519
EX_so4_e,Sulfate exchange,so4[e] <=> ,-0.86436094695,-21.356180540503,-0.684902835356
EX_spmd(e),Spermidine exchange,spmd[e] --> ,0.0,0.0,-0.0
EX_sprm(e),Spermine exchange,sprm[e] --> ,0.0,0.0,-0.0
EX_srb_L(e),L Sorbose exchange,srb_L[e] --> ,0.0,0.0,-0.0
EX_succ(e),Succinate exchange,succ[e] --> ,0.0,0.0,35.002627285207
EX_thm(e),Thiamin exchange,thm[e] --> ,0.0,0.0,-0.0
EX_thmmp(e),Thiamin monophosphate exchange,thmmp[e] --> ,0.0,0.0,-0.0
EX_thmpp(e),Thiamine diphosphate exchange,thmpp[e] --> ,0.0,0.0,-0.0
EX_thr_L(e),L Threonine exchange,thr_L[e] --> ,0.0,0.0,26.494716013874
EX_thym(e),Thymine exchange,thym[e] --> ,0.0,0.0,20.540015893056
EX_thymd(e),Thymidine exchange,thymd[e] --> ,0.0,0.0,-0.0
EX_tre(e),Trehalose exchange,tre[e] --> ,0.0,0.0,-0.0
EX_trp_L(e),L Tryptophan exchange,trp_L[e] --> ,0.0,0.0,9.005179317335
EX_ttdca(e),tetradecanoate n C140 exchange,ttdca[e] --> ,0.0,0.0,-0.0
EX_tyr_L(e),L Tyrosine exchange,tyr_L[e] --> ,0.0,0.0,11.963915571556
EX_ura(e),Uracil exchange,ura[e] --> ,0.0,0.0,-0.0
EX_urea(e),Urea exchange,urea[e] --> ,0.0,0.0,66.986640487909
EX_uri(e),Uridine exchange,uri[e] --> ,0.0,0.0,-0.0
EX_val_L(e),L Valine exchange,val_L[e] --> ,0.0,0.0,22.042252751071
EX_xan(e),Xanthine exchange,xan[e] --> ,0.0,0.0,25.108960324219
EX_xtsn(e),Xanthosine exchange,xtsn[e] --> ,0.0,0.0,-0.0
EX_xyl_D(e),D Xylose exchange,xyl_D[e] --> ,0.0,0.0,-0.0
EX_xylt(e),Xylitol exchange,xylt[e] --> ,0.0,0.0,-0.0
EX_zymst(e),zymosterol exchange,zymst[e] --> ,0.0,0.0,2.395224415625
FA100tp,fatty acid peroxisomal transport,dca[c] --> dca[x],0.0,0.0,-0.0
FA120ACPH,fatty acyl ACP hydrolase,ddcaACP[c] + h2o[c] <=> ACP[c] + ddca[c] + h[c],0.0,0.0,-0.0
FA120ACPtm,fatty acyl ACP mitochondrial transport,ddcaACP[m] --> ddcaACP[c],0.0,0.0,-0.0
FA120tp,fatty acid peroxisomal transport,ddca[c] --> ddca[x],0.0,0.0,-0.0
FA140ACPH,fatty acyl ACP hydrolase,h2o[c] + myrsACP[c] <=> ACP[c] + h[c] + ttdca[c],0.0,0.0,-0.0
FA140ACPtm,fatty acyl ACP mitochondrial transport,myrsACP[m] --> myrsACP[c],0.0,0.0,-0.0
FA140COAabcp,fatty acid peroxisomal transport via ABC system,atp[x] + h2o[x] + tdcoa[c] --> adp[x] + h[x] + pi[x] + tdcoa[x],0.0,0.0,20.761941203855
FA140tp,fatty acid peroxisomal transport,ttdca[c] --> ttdca[x],0.0,0.0,-0.0
FA141ACPH,fatty acyl ACP hydrolase,h2o[c] + tdeACP[c] <=> ACP[c] + h[c] + ttdcea[c],0.0,0.0,-0.0
FA141ACPtm,fatty acyl ACP mitochondrial transport,tdeACP[m] --> tdeACP[c],0.0,0.0,-0.0
FA141COAabcp,fatty acid peroxisomal transport via ABC system,atp[x] + h2o[x] + tdecoa[c] --> adp[x] + h[x] + pi[x] + tdecoa[x],0.0,0.0,19.164868803555
FA141tp,fatty acid peroxisomal transport,ttdcea[c] --> ttdcea[x],0.0,0.0,-0.0
FA160ACPH,fatty acyl ACP hydrolase,h2o[c] + palmACP[c] <=> ACP[c] + h[c] + hdca[c],0.0,0.0,-0.0
FA160ACPtm,fatty acyl ACP mitochondrial transport,palmACP[m] --> palmACP[c],0.0,0.0,-0.0
FA160COAabcp,fatty acyl CoA peroxisomal transport via ABC system,atp[x] + h2o[x] + pmtcoa[c] --> adp[x] + h[x] + pi[x] + pmtcoa[x],0.0,0.0,17.908156095125
FA160tp,fatty acid peroxisomal transport,hdca[c] --> hdca[x],0.0,0.0,-0.0
FA161ACPH,fatty acyl ACP hydrolase,h2o[c] + hdeACP[c] <=> ACP[c] + h[c] + hdcea[c],0.0,0.0,-0.0
FA161ACPtm,fatty acyl ACP mitochondrial transport,hdeACP[m] --> hdeACP[c],0.0,0.0,-0.0
FA161COAabcp,fatty acyl CoA peroxisomal transport via ABC system,atp[x] + h2o[x] + hdcoa[c] --> adp[x] + h[x] + hdcoa[x] + pi[x],0.0,0.0,16.707256215805
FA161tp,fatty acid peroxisomal transport,hdcea[c] --> hdcea[x],0.0,0.0,-0.0
FA180ACPH,fatty acyl ACP hydrolase,h2o[c] + ocdcaACP[c] <=> ACP[c] + h[c] + ocdca[c],0.0,0.0,-0.0
FA180ACPtm,fatty acyl ACP mitochondrial transport,ocdcaACP[m] --> ocdcaACP[c],0.0,0.0,-0.0
FA180COAabcp,fatty acyl CoA transport via ABC system,atp[x] + h2o[x] + stcoa[c] --> adp[x] + h[x] + pi[x] + stcoa[x],0.0,0.0,15.744088451701
FA181ACPH,fatty acyl ACP hydrolase,h2o[c] + octeACP[c] <=> ACP[c] + h[c] + ocdcea[c],0.0,0.0,-0.0
FA181ACPtm,fatty acyl ACP mitochondrial transport,octeACP[m] --> octeACP[c],0.0,0.0,-0.0
FA181COAabcp,fatty acyl CoA peroxisomal transport via ABC system,atp[x] + h2o[x] + odecoa[c] --> adp[x] + h[x] + odecoa[x] + pi[x],0.0,0.0,14.808308429024
FA182ACPH,fatty acyl ACP hydrolase,h2o[c] + ocdcyaACP[c] <=> ACP[c] + h[c] + ocdcya[c],0.0,0.0,-0.0
FA182ACPtm,fatty acyl ACP mitochondrial transport,ocdcyaACP[m] --> ocdcyaACP[c],0.0,0.0,-0.0
FA182COAabcp,fatty acyl CoA peroxisomal transport via ABC system,atp[x] + h2o[x] + ocdycacoa[c] --> adp[x] + h[x] + ocdycacoa[x] + pi[x],0.0,0.0,13.9775273459
FA240tp,fatty acid peroxisomal transport,ttc[c] --> ttc[x],0.0,0.0,-0.0
FA260tp,fatty acid peroxisomal transport,hexc[c] --> hexc[x],0.0,0.0,-0.0
FA80tp,fatty acid peroxisomal transport,octa[c] --> octa[x],0.0,0.0,-0.0
FACOAL100p,fatty acid CoA ligase decanoate peroxisomal,atp[x] + coa[x] + dca[x] <=> amp[x] + dcacoa[x] + ppi[x],0.0,0.0,-0.0
FACOAL120p,fatty acid CoA ligase dodecanoate peroxisomal,atp[x] + coa[x] + ddca[x] <=> amp[x] + ddcacoa[x] + ppi[x],0.0,0.0,-0.0
FACOAL140,fatty acid CoA ligase tetradecanoate ,atp[c] + coa[c] + ttdca[c] <=> amp[c] + ppi[c] + tdcoa[c],0.0,-19.93819285152,20.598994410249
FACOAL140p,fatty acid CoA ligase tetradecanoate peroxisomal,atp[x] + coa[x] + ttdca[x] <=> amp[x] + ppi[x] + tdcoa[x],0.0,0.0,-0.0
FACOAL141,fatty acid CoA ligase tetradecenoate ,atp[c] + coa[c] + ttdcea[c] --> amp[c] + ppi[c] + tdecoa[c],0.0,0.0,-0.0
FACOAL141p,fatty acid CoA ligase tetradecenoate peroxisomal,atp[x] + coa[x] + ttdcea[x] <=> amp[x] + ppi[x] + tdecoa[x],0.0,0.0,-0.0
FACOAL160,fatty acid CoA ligase hexadecanoate ,atp[c] + coa[c] + hdca[c] --> amp[c] + pmtcoa[c] + ppi[c],0.0,0.0,58.242433696324
FACOAL161,fatty acid CoA ligase hexadecenoate ,atp[c] + coa[c] + hdcea[c] --> amp[c] + hdcoa[c] + ppi[c],0.0,0.0,79.767101938881
FACOAL161p,fatty acid CoA ligase hexadecenoate peroxisomal,atp[x] + coa[x] + hdcea[x] <=> amp[x] + hdcoa[x] + ppi[x],0.0,0.0,-0.0
FACOAL180,fatty acid CoA ligase octadecanoate ,atp[c] + coa[c] + ocdca[c] --> amp[c] + ppi[c] + stcoa[c],0.0,0.0,16.786791784469
FACOAL181,fatty acid CoA ligase octadecenoate ,atp[c] + coa[c] + ocdcea[c] --> amp[c] + odecoa[c] + ppi[c],0.0,0.0,62.147270170479
FACOAL182,fatty acid CoA ligase octadecynoate ,atp[c] + coa[c] + ocdcya[c] --> amp[c] + ocdycacoa[c] + ppi[c],0.0,0.0,9.154516905704
FACOAL240p,fatty acid CoA ligase n C240 peroxisomal,atp[x] + coa[x] + ttc[x] <=> amp[x] + ppi[x] + ttccoa[x],0.0,0.0,-0.0
FACOAL260p,fatty acid CoA ligase n C260 peroxisomal,atp[x] + coa[x] + hexc[x] <=> amp[x] + hexccoa[x] + ppi[x],0.0,0.0,-0.0
FACOAL80p,fatty acid CoA ligase octanoate peroxisomal,atp[x] + coa[x] + octa[x] <=> amp[x] + occoa[x] + ppi[x],0.0,0.0,-0.0
FADFMNtm,FADFMN antiport,fad[c] + fmn[m] --> fad[m] + fmn[c],0.0,0.0,-0.0
FALDH,formaldehyde dehydrogenase,fald[c] + gthrd[c] + nad[c] <=> Sfglutth[c] + h[c] + nadh[c],0.0,0.0,-0.0
FAO141p_even,fatty acid oxidation,6.0 coa[x] + 6.0 h2o[x] + 6.0 nad[x] + nadph[x] + 6.0 o2[x] + tdecoa[x] --> 7.0 accoa[x] + 6.0 h2o2[x] + 5.0 h[x] + 6.0 nadh[x] + nadp[x],0.0,0.0,17.536140509195
FAO141p_odd,Fatty acid oxidation,6.0 coa[x] + 6.0 h2o[x] + 6.0 nad[x] + 5.0 o2[x] + tdecoa[x] --> 7.0 accoa[x] + 5.0 h2o2[x] + 6.0 h[x] + 6.0 nadh[x],0.0,0.0,19.164868803555
FAO161p_even,Fatty acid oxidation,7.0 coa[x] + 7.0 h2o[x] + hdcoa[x] + 7.0 nad[x] + nadph[x] + 7.0 o2[x] --> 8.0 accoa[x] + 7.0 h2o2[x] + 6.0 h[x] + 7.0 nadh[x] + nadp[x],0.0,0.0,15.585311504221
FAO161p_odd,Fatty acid oxidation,7.0 coa[x] + 7.0 h2o[x] + hdcoa[x] + 7.0 nad[x] + 6.0 o2[x] --> 8.0 accoa[x] + 6.0 h2o2[x] + 7.0 h[x] + 7.0 nadh[x],0.0,0.0,16.707256215807
FAO181p_even,Fatty acid oxidation,8.0 coa[x] + 8.0 h2o[x] + 8.0 nad[x] + nadph[x] + 8.0 o2[x] + odecoa[x] --> 9.0 accoa[x] + 8.0 h2o2[x] + 7.0 h[x] + 8.0 nadh[x] + nadp[x],0.0,0.0,14.025075177487
FAO181p_odd,Fatty acid oxidation,8.0 coa[x] + 8.0 h2o[x] + 8.0 nad[x] + 7.0 o2[x] + odecoa[x] --> 9.0 accoa[x] + 7.0 h2o2[x] + 8.0 h[x] + 8.0 nadh[x],0.0,0.0,14.808308429026
FAO182p_eveneven,Fatty acid oxidation,8.0 coa[x] + 8.0 h2o[x] + 8.0 nad[x] + 2.0 nadph[x] + 8.0 o2[x] + ocdycacoa[x] --> 9.0 accoa[x] + 8.0 h2o2[x] + 6.0 h[x] + 8.0 nadh[x] + 2.0 nadp[x],0.0,0.0,12.286781214683
FAO182p_evenodd,Fatty acid oxidation,8.0 coa[x] + 8.0 h2o[x] + 8.0 nad[x] + nadph[x] + 7.0 o2[x] + ocdycacoa[x] --> 9.0 accoa[x] + 7.0 h2o2[x] + 7.0 h[x] + 8.0 nadh[x] + nadp[x],0.0,0.0,13.323964859316
FAO182p_oddodd,Fatty acid oxidation,8.0 coa[x] + 8.0 h2o[x] + 8.0 nad[x] + 6.0 o2[x] + ocdycacoa[x] --> 9.0 accoa[x] + 6.0 h2o2[x] + 8.0 h[x] + 8.0 nadh[x],0.0,0.0,13.977527345902
FAO240p,fatty acid oxidation tetradecansoyl CoA peroxisomal,3.0 coa[x] + 3.0 h2o[x] + 3.0 nad[x] + 3.0 o2[x] + ttccoa[x] --> 3.0 accoa[x] + 3.0 h2o2[x] + 3.0 h[x] + 3.0 nadh[x] + stcoa[x],0.0,0.0,-0.0
FAO80p,fatty acid oxidation octanoyl CoA peroxisomal,3.0 coa[x] + 3.0 h2o[x] + 3.0 nad[x] + 3.0 o2[x] + occoa[x] --> 4.0 accoa[x] + 3.0 h2o2[x] + 3.0 h[x] + 3.0 nadh[x],0.0,0.0,20.761941203854
FAS100,fatty acid synthase n C100 ,3.0 h[c] + malcoa[c] + 2.0 nadph[c] + octa[c] --> co2[c] + coa[c] + dca[c] + h2o[c] + 2.0 nadp[c],0.0,0.0,20.598994410249
FAS100ACPm,fatty acyl ACP synthase n C100ACP mitochondrial,3.0 h[m] + malACP[m] + 2.0 nadph[m] + ocACP[m] --> ACP[m] + co2[m] + dcaACP[m] + h2o[m] + 2.0 nadp[m],0.0,0.0,-0.0
PGI,glucose 6 phosphate isomerase,g6p[c] <=> f6p[c],35.624435270779,-193.771880791602,92.008809117109
FAS120,fatty acid synthase n C120 ,dca[c] + 3.0 h[c] + malcoa[c] + 2.0 nadph[c] --> co2[c] + coa[c] + ddca[c] + h2o[c] + 2.0 nadp[c],0.0,0.0,20.598994410249
FAS120ACPm,fatty acyl ACP synthase n C120ACP mitochondrial,dcaACP[m] + 3.0 h[m] + malACP[m] + 2.0 nadph[m] --> ACP[m] + co2[m] + ddcaACP[m] + h2o[m] + 2.0 nadp[m],0.0,0.0,-0.0
PGK,phosphoglycerate kinase,3pg[c] + atp[c] <=> 13dpg[c] + adp[c],-135.620745768493,-163.326714328709,-65.610912236489
FAS140,fatty acid synthase n C140 ,ddca[c] + 3.0 h[c] + malcoa[c] + 2.0 nadph[c] --> co2[c] + coa[c] + h2o[c] + 2.0 nadp[c] + ttdca[c],0.0,0.0,20.598994410277
FAS140ACPm,fatty acyl ACP synthase n C140ACP mitochondrial,ddcaACP[m] + 3.0 h[m] + malACP[m] + 2.0 nadph[m] --> ACP[m] + co2[m] + h2o[m] + myrsACP[m] + 2.0 nadp[m],0.0,0.0,-0.0
PGM,phosphoglycerate mutase,2pg[c] <=> 3pg[c],-126.39931985427,-163.32671432871,93.117778108845
FAS141ACPm,fatty acyl ACP synthase n C141ACP mitochondrial,ddcaACP[m] + 4.0 h[m] + malACP[m] + 3.0 nadph[m] + o2[m] --> ACP[m] + co2[m] + 3.0 h2o[m] + 3.0 nadp[m] + tdeACP[m],0.0,0.0,-0.0
FAS160,fatty acid synthase n C160 ,3.0 h[c] + malcoa[c] + 2.0 nadph[c] + ttdca[c] --> co2[c] + coa[c] + h2o[c] + hdca[c] + 2.0 nadp[c],0.0,0.0,19.938192851548
FAS160ACPm,fatty acyl ACP synthase n C160ACP mitochondrial,3.0 h[m] + malACP[m] + myrsACP[m] + 2.0 nadph[m] --> ACP[m] + co2[m] + h2o[m] + 2.0 nadp[m] + palmACP[m],0.0,0.0,-0.0
PYK,pyruvate kinase,adp[c] + h[c] + pep[c] --> atp[c] + pyr[c],123.211835015521,0.0,502.593536204039
FAS161ACPm,fatty acyl ACP synthase n C161ACP mitochondrial,4.0 h[m] + malACP[m] + myrsACP[m] + 3.0 nadph[m] + o2[m] --> ACP[m] + co2[m] + 3.0 h2o[m] + hdeACP[m] + 3.0 nadp[m],0.0,0.0,-0.0
FAS180,fatty acid synthase n C180 ,3.0 h[c] + hdca[c] + malcoa[c] + 2.0 nadph[c] --> co2[c] + coa[c] + h2o[c] + 2.0 nadp[c] + ocdca[c],0.0,0.0,16.786791784474
FAS180ACPm,fatty acyl ACP synthase n C180ACP mitochondrial,3.0 h[m] + malACP[m] + 2.0 nadph[m] + palmACP[m] --> ACP[m] + co2[m] + h2o[m] + 2.0 nadp[m] + ocdcaACP[m],0.0,0.0,-0.0
TPI,triose phosphate isomerase,dhap[c] <=> g3p[c],58.794277427781,-14.932568165529,81.688970970047
FAS181ACPm,fatty acyl ACP synthase n C181ACP mitochondrial,4.0 h[m] + malACP[m] + 3.0 nadph[m] + o2[m] + palmACP[m] --> ACP[m] + co2[m] + 3.0 h2o[m] + 3.0 nadp[m] + octeACP[m],0.0,0.0,-0.0
FAS182ACPm,fatty acyl ACP synthase n C182ACP mitochondrial,5.0 h[m] + malACP[m] + 4.0 nadph[m] + 2.0 o2[m] + palmACP[m] --> ACP[m] + co2[m] + 5.0 h2o[m] + 4.0 nadp[m] + ocdcyaACP[m],0.0,0.0,-0.0
FAS240_L,fatty acid synthase n C240 lumped reaction,9.0 h[c] + 3.0 malcoa[c] + 6.0 nadph[c] + ocdca[c] --> 3.0 co2[c] + 3.0 coa[c] + 3.0 h2o[c] + 6.0 nadp[c] + ttc[c],0.0,0.0,-0.0
FAS260,fatty acid synthase n C260 ,3.0 h[c] + malcoa[c] + 2.0 nadph[c] + ttc[c] --> co2[c] + coa[c] + h2o[c] + hexc[c] + 2.0 nadp[c],0.0,0.0,-0.0
FAS80ACPm_L,fatty acyl ACP synthase n C80ACP mitochondrial lumped reaction,acACP[m] + 9.0 h[m] + 3.0 malACP[m] + 6.0 nadph[m] --> 3.0 ACP[m] + 3.0 co2[m] + 3.0 h2o[m] + 6.0 nadp[m] + ocACP[m],0.0,0.0,-0.0
DOLPMMer,Dolichyl phosphate mannose protein mannosyltransferase endoplasmic reticular,dolmanp[r] --> dolp[r] + h[r] + mannan[r],2.208596606613,1.750049077718,2.208596606614
FAS80_L,fatty acid synthase n C80 lumped reaction,accoa[c] + 8.0 h[c] + 3.0 malcoa[c] + 6.0 nadph[c] --> 3.0 co2[c] + 4.0 coa[c] + 2.0 h2o[c] + 6.0 nadp[c] + octa[c],0.0,0.0,20.598994410268
DOLPMTcer,Dolichyl phosphate D mannosyltransferase,dolp[c] + gdpmann[c] --> dolmanp[r] + gdp[c],2.208596606613,1.750049077718,2.208596606613
FBA2,D Fructose 1 phosphate D glyceraldehyde 3 phosphate lyase,f1p[c] <=> dhap[c] + glyald[c],0.0,0.0,-0.0
FBA3,Sedoheptulose 1 7 bisphosphate D glyceraldehyde 3 phosphate lyase,s17bp[c] <=> dhap[c] + e4p[c],18.234185914596,0.0,431.764558068072
FBP,fructose bisphosphatase,fdp[c] + h2o[c] --> f6p[c] + pi[c],0.0,0.0,355.029194585671
FBP26,Fructose 2 6 bisphosphate 2 phosphatase,f26bp[c] + h2o[c] --> f6p[c] + pi[c],0.0,0.0,355.029194585671
FCLTm,Ferrochelatase mitochondrial,fe2[m] + ppp9[m] --> 2.0 h[m] + pheme[m],0.0,0.0,-0.0
FDH,formate dehydrogenase,for[c] + nad[c] --> co2[c] + nadh[c],0.0,0.0,55.463351803745
FDNG,formate dehydrogenase cytosolicmitochondrial,for[c] + h[c] + q6[m] --> co2[c] + q6h2[m],0.530131388695,0.0,55.463351803745
FKYNH,N Formyl L kynurenine amidohydrolase,Lfmkynr[c] + h2o[c] --> Lkynr[c] + for[c] + h[c],0.0,0.0,55.043285982274
FMETTRSm,Methionyl tRNA formyltransferase mitochondrial,10fthf[m] + mettrna[m] --> fmettrna[m] + h[m] + thf[m],0.0,0.0,-0.0
FMNAT,FMN adenylyltransferase,atp[c] + fmn[c] + h[c] --> fad[c] + ppi[c],0.0,0.0,-0.0
FMNATm,FMN adenylyltransferase,atp[m] + fmn[m] + h[m] --> fad[m] + ppi[m],0.0,0.0,-0.0
FOLD3m,dihydropteroate synthase mitochondrial,2ahhmd[m] + 4abz[m] --> dhpt[m] + ppi[m],0.0,0.0,-0.0
FORt,formate transport via diffusion,for[e] <=> for[c],0.0,-48.838036741864,-0.0
FORtm,formate mitochondrial transport,for[m] --> for[c],0.0,0.0,-0.0
