reaction_id,reaction_name,full_reaction,Oleic Acid MFA-Constrained GSM flux,Oleic Acid MFA-Constrained GSM LB,Oleic Acid MFA-Constrained GSM UB
ETHAK,Ethanolamine kinase,atp[c] + etha[c] --> adp[c] + ethamp[c] + h[c],0.0,0.0,0.00024736378
ETHAPT_SC,Ethanolaminephosphotransferase yeast specific,0.01 12dgr_SC[c] + cdpea[c] <=> cmp[c] + h[c] + 0.01 pe_SC[c],0.0,0.0,4.15813180563
ETOHt,ethanol reversible transport,etoh[e] --> etoh[c],0.0,0.0,10000.0
ETOHtm,ethanol transport to mitochondria diffusion ,etoh[c] <=> etoh[m],0.0,0.0,183.68316598496
EX_13BDglcn(e),1 3 beta D Glucan exchange,13BDglcn[e] --> ,0.0,0.0,-0.0
EX_4abut(e),4 Aminobutanoate exchange,4abut[e] --> ,0.0,0.0,-0.0
EX_5aop(e),5 Amino 4 oxopentanoate exchange,5aop[e] --> ,0.0,0.0,-0.0
EX_8aonn(e),8 Amino 7 oxononanoate exchange,8aonn[e] --> ,0.0,0.0,-0.0
EX_abt(e),L Arabinitol exchange,abt[e] --> ,0.0,0.0,-0.0
EX_ac(e),Acetate exchange,ac[e] --> ,0.0,0.0,63.43564186049
EX_ade(e),Adenine exchange,ade[e] --> ,0.0,0.0,-0.0
EX_adn(e),Adenosine exchange,adn[e] --> ,0.0,0.0,-0.0
EX_akg(e),2 Oxoglutarate exchange,akg[e] --> ,0.0,0.0,-0.0
EX_ala_L(e),L Alanine exchange,ala_L[e] --> ,0.0,0.0,47.91760195107
EX_alltn(e),Allantoin exchange,alltn[e] --> ,0.0,0.0,-0.0
EX_alltt(e),Allantoate exchange,alltt[e] --> ,0.0,0.0,-0.0
EX_amet(e),S Adenosyl L methionine exchange,amet[e] --> ,0.0,0.0,-0.0
EX_arab_D(e),D Arabinose exchange,arab_D[e] --> ,0.0,0.0,-0.0
EX_arab_L(e),L Arabinose exchange,arab_L[e] --> ,0.0,0.0,-0.0
EX_arg_L(e),L Arginine exchange,arg_L[e] --> ,0.0,0.0,21.37588191126
EX_asn_L(e),L Asparagine exchange,asn_L[e] --> ,0.0,0.0,39.52160819506
EX_asp_L(e),L Aspartate exchange,asp_L[e] --> ,0.0,0.0,47.91760195107
EX_buca(e),butanoate exchange YL,buca[e] --> ,0.0,0.0,-0.0
EX_btn(e),Biotin exchange,btn[e] --> ,0.0,0.0,-0.0
EX_chol(e),Choline exchange,chol[e] --> ,0.0,0.0,-0.0
EX_cit(e),Citrate exchange,cit[e] --> ,0.0,0.0,28.89503635291
EX_co2(e),CO2 exchange,co2[e] --> ,744.7834244695299,600.73145482882,793.3579691045701
EX_crn(e),L Carnitine exchange,crn[e] --> ,0.0,0.0,-0.0
EX_csn(e),Cytosine exchange,csn[e] --> ,0.0,0.0,-0.0
EX_cys_L(e),L Cysteine exchange,cys_L[e] --> ,0.0,0.0,24.31630846313
EX_cytd(e),Cytidine exchange,cytd[e] --> ,0.0,0.0,-0.0
EX_dad_2(e),Deoxyadenosine exchange,dad_2[e] --> ,0.0,0.0,-0.0
EX_dann(e),7 8 Diaminononanoate exchange,dann[e] --> ,0.0,0.0,-0.0
EX_dcyt(e),Deoxycytidine exchange,dcyt[e] --> ,0.0,0.0,-0.0
EX_ddca(e),dodecanoate uptake,ddca[e] --> ,0.0,0.0,7.59628484477
EX_dgsn(e),Deoxyguanosine exchange,dgsn[e] --> ,0.0,0.0,-0.0
EX_din(e),Deoxyinosine exchange,din[e] --> ,0.0,0.0,-0.0
EX_dttp(e),dTTP exchange,dttp[e] --> ,0.0,0.0,12.30649612292
EX_duri(e),Deoxyuridine exchange,duri[e] --> ,0.0,0.0,-0.0
EX_ergst(e),Ergosterol exchange,ergst[e] --> ,0.0,0.0,2.5083812598799997
EX_etoh(e),Ethanol exchange,etoh[e] --> ,0.0,0.0,52.9589549823
EX_fmn(e),FMN exchange,fmn[e] --> ,0.0,0.0,-0.0
EX_for(e),Formate exchange,for[e] --> ,0.0,0.0,20.15471721545
EX_fru(e),D Fructose exchange,fru[e] --> ,0.0,0.0,-0.0
EX_fum(e),Fumarate exchange,fum[e] --> ,0.0,0.0,48.14450452954
EX_gal(e),D Galactose exchange,gal[e] --> ,0.0,0.0,-0.0
EX_gam6p(e),D Glucosamine 6 phosphate exchange,gam6p[e] --> ,0.0,0.0,19.19111429803
EX_gcald(e),Glycolaldehyde exchange,gcald[e] --> ,0.0,0.0,-0.0
EX_glc_e,D Glucose exchange,glc_D[e] --> ,0.0,0.0,-0.0
EX_gln_L(e),L Glutamine exchange,gln_L[e] --> ,0.0,0.0,27.51249872846
EX_glu_L(e),L Glutamate exchange,glu_L[e] --> ,0.0,0.0,28.60752355348
EX_gly(e),Glycine exchange,gly[e] --> ,0.0,0.0,91.92928504577
EX_glyc_e,Glycerol exchange,glyc[e] --> ,0.0,0.0,20.754622299190004
EX_gsn(e),Guanosine exchange,gsn[e] --> ,0.0,0.0,-0.0
EX_gthox(e),Oxidized glutathione exchange,gthox[e] --> ,0.0,0.0,-0.0
EX_gua(e),Guanine exchange,gua[e] --> ,0.0,0.0,25.33403043721
EX_h2o_e,H2O exchange,h2o[e] <=> ,949.03316354504,824.22996099282,1110.27189593872
EX_h_e,H exchange,h[e] <=> ,-9.19311033787,-45.68942689555,215.36482317017
EX_hdca(e),Hexadecanoate n C160 exchange,hdca[e] --> ,0.0,0.0,-0.0
EX_hca(e),Hexadecanoate n C60 exchange YL,hca[e] --> ,0.0,0.0,-0.0
EX_hdcea(e),hexadecenoate n C161 exchange,hdcea[e] --> ,0.0,0.0,-0.0
EX_his_L(e),L Histidine exchange,his_L[e] --> ,0.0,0.0,15.74096464597
EX_hxan(e),Hypoxanthine exchange,hxan[e] --> ,0.0,0.0,27.09521971884
EX_ile_L(e),L Isoleucine exchange,ile_L[e] --> ,0.0,0.0,19.83481460011
EX_inost(e),myo Inositol exchange,inost[e] --> ,0.0,0.0,-0.0
EX_ins(e),Inosine exchange,ins[e] --> ,0.0,0.0,-0.0
EX_k(e),K exchange,k[e] --> ,0.0,0.0,-0.0
EX_lac_L(e),L Lactate exchange,lac_L[e] --> ,0.0,0.0,-0.0
EX_leu_L(e),L Leucine exchange,leu_L[e] --> ,0.0,0.0,17.36359179747
EX_lys_L(e),L Lysine exchange,lys_L[e] --> ,0.0,0.0,17.21590489289
EX_mal_L(e),L Malate exchange,mal_L[e] --> ,0.0,0.0,-0.0
EX_malt(e),Maltose exchange,malt[e] --> ,0.0,0.0,-0.0
EX_man(e),D Mannose exchange,man[e] --> ,0.0,0.0,-0.0
EX_melib(e),Melibiose exchange,melib[e] --> ,0.0,0.0,-0.0
EX_met_L(e),L Methionine exchange,met_L[e] --> ,0.0,0.0,18.214857597880002
EX_mmet(e),S Methyl L methionine exchange,mmet[e] --> ,0.0,0.0,-0.0
EX_na1(e),Sodium exchange,na1[e] --> ,0.0,0.0,-0.0
EX_nh4_e,Ammonia exchange,nh4[e] <=> ,-132.81937572895,-337.64836656363997,-126.70551287671
EX_nmn(e),NMN exchange,nmn[e] --> ,0.0,0.0,-0.0
EX_o2_e,O2 exchange,o2[e] <=> ,-1355.68256130795,-1410.66037397085,-1251.78203767433
EX_ocdca(e),octadecanoate n C180 exchange,ocdca[e] --> ,0.0,0.0,-0.0
EX_ocdcea_e,octadecenoate n C181 exchange,ocdcea[e] <=> ,-100.0,-100.0,-100.0
EX_ocdcya(e),octadecynoate n C182 exchange,ocdcya[e] --> ,0.0,0.0,-0.0
EX_orn(e),Ornithine exchange,orn[e] --> ,0.0,0.0,24.892260754329996
EX_pap(e),Adenosine 3 5 bisphosphate exchange,pap[e] --> ,0.0,0.0,9.463949033270001
EX_phe_L(e),L Phenylalanine exchange,phe_L[e] --> ,0.0,0.0,12.64943192257
EX_pi_e,Phosphate exchange,pi[e] <=> ,-9.1931103379,-45.68942689554,-8.76993852662
EX_pnto_R(e), R Pantothenate exchange,pnto_R[e] --> ,0.0,0.0,13.44135913262
EX_pro_L(e),L Proline exchange,pro_L[e] --> ,0.0,0.0,24.892260754329996
EX_ptrc(e),Putrescine exchange,ptrc[e] --> ,0.0,0.0,-0.0
EX_pyr(e),Pyruvate exchange,pyr[e] --> ,0.0,0.0,-0.0
EX_rib_D(e),D Ribose exchange,rib_D[e] --> ,0.0,0.0,-0.0
EX_ribflv(e),Riboflavin exchange,ribflv[e] --> ,0.0,0.0,-0.0
EX_sbt_D(e),D Sorbitol exchange,sbt_D[e] --> ,0.0,0.0,-0.0
EX_sbt_L(e),L Sorbitol exchange,sbt_L[e] --> ,0.0,0.0,-0.0
EX_ser_L(e),L Serine exchange,ser_L[e] --> ,0.0,0.0,50.16639690529
EX_so4_e,Sulfate exchange,so4[e] <=> ,-1.5745785099099998,-25.81840690749,-1.50209844436
EX_spmd(e),Spermidine exchange,spmd[e] --> ,0.0,0.0,-0.0
EX_sprm(e),Spermine exchange,sprm[e] --> ,0.0,0.0,-0.0
EX_srb_L(e),L Sorbose exchange,srb_L[e] --> ,0.0,0.0,-0.0
EX_succ(e),Succinate exchange,succ[e] --> ,0.0,0.0,35.15877048137
EX_thm(e),Thiamin exchange,thm[e] --> ,0.0,0.0,-0.0
EX_thmmp(e),Thiamin monophosphate exchange,thmmp[e] --> ,0.0,0.0,-0.0
EX_thmpp(e),Thiamine diphosphate exchange,thmpp[e] --> ,0.0,0.0,-0.0
EX_thr_L(e),L Threonine exchange,thr_L[e] --> ,0.0,0.0,36.27325683727
EX_thym(e),Thymine exchange,thym[e] --> ,0.0,0.0,26.4794774912
EX_thymd(e),Thymidine exchange,thymd[e] --> ,0.0,0.0,-0.0
EX_tre(e),Trehalose exchange,tre[e] --> ,0.0,0.0,-0.0
EX_trp_L(e),L Tryptophan exchange,trp_L[e] --> ,0.0,0.0,10.24351160201
EX_ttdca(e),tetradecanoate n C140 exchange,ttdca[e] --> ,0.0,0.0,-0.0
EX_tyr_L(e),L Tyrosine exchange,tyr_L[e] --> ,0.0,0.0,12.927328311410001
EX_ura(e),Uracil exchange,ura[e] --> ,0.0,0.0,-0.0
EX_urea(e),Urea exchange,urea[e] --> ,0.0,0.0,105.47142684327
EX_uri(e),Uridine exchange,uri[e] --> ,0.0,0.0,-0.0
EX_val_L(e),L Valine exchange,val_L[e] --> ,0.0,0.0,23.85538512719
EX_xan(e),Xanthine exchange,xan[e] --> ,0.0,0.0,28.7886709513
EX_xtsn(e),Xanthosine exchange,xtsn[e] --> ,0.0,0.0,-0.0
EX_xyl_D(e),D Xylose exchange,xyl_D[e] --> ,0.0,0.0,-0.0
EX_xylt(e),Xylitol exchange,xylt[e] --> ,0.0,0.0,-0.0
EX_zymst(e),zymosterol exchange,zymst[e] --> ,0.0,0.0,2.6173228998300004
FA100tp,fatty acid peroxisomal transport,dca[c] --> dca[x],0.0,0.0,-0.0
FA120ACPH,fatty acyl ACP hydrolase,ddcaACP[c] + h2o[c] <=> ACP[c] + ddca[c] + h[c],0.0,0.0,-0.0
FA120ACPtm,fatty acyl ACP mitochondrial transport,ddcaACP[m] --> ddcaACP[c],0.0,0.0,-0.0
FA120tp,fatty acid peroxisomal transport,ddca[c] --> ddca[x],0.0,0.0,-0.0
FA140ACPH,fatty acyl ACP hydrolase,h2o[c] + myrsACP[c] <=> ACP[c] + h[c] + ttdca[c],0.0,0.0,-0.0
FA140ACPtm,fatty acyl ACP mitochondrial transport,myrsACP[m] --> myrsACP[c],0.0,0.0,-0.0
FA140COAabcp,fatty acid peroxisomal transport via ABC system,atp[x] + h2o[x] + tdcoa[c] --> adp[x] + h[x] + pi[x] + tdcoa[x],0.0,0.0,26.97736722674
FA140tp,fatty acid peroxisomal transport,ttdca[c] --> ttdca[x],0.0,0.0,-0.0
FA141ACPH,fatty acyl ACP hydrolase,h2o[c] + tdeACP[c] <=> ACP[c] + h[c] + ttdcea[c],0.0,0.0,-0.0
FA141ACPtm,fatty acyl ACP mitochondrial transport,tdeACP[m] --> tdeACP[c],0.0,0.0,-0.0
FA141COAabcp,fatty acid peroxisomal transport via ABC system,atp[x] + h2o[x] + tdecoa[c] --> adp[x] + h[x] + pi[x] + tdecoa[x],0.0,0.0,24.992019855069998
FA141tp,fatty acid peroxisomal transport,ttdcea[c] --> ttdcea[x],0.0,0.0,-0.0
FA160ACPH,fatty acyl ACP hydrolase,h2o[c] + palmACP[c] <=> ACP[c] + h[c] + hdca[c],0.0,0.0,-0.0
FA160ACPtm,fatty acyl ACP mitochondrial transport,palmACP[m] --> palmACP[c],0.0,0.0,-0.0
FA160COAabcp,fatty acyl CoA peroxisomal transport via ABC system,atp[x] + h2o[x] + pmtcoa[c] --> adp[x] + h[x] + pi[x] + pmtcoa[x],0.0,0.0,23.37310358916
FA160tp,fatty acid peroxisomal transport,hdca[c] --> hdca[x],0.0,0.0,-0.0
FA161ACPH,fatty acyl ACP hydrolase,h2o[c] + hdeACP[c] <=> ACP[c] + h[c] + hdcea[c],0.0,0.0,-0.0
FA161ACPtm,fatty acyl ACP mitochondrial transport,hdeACP[m] --> hdeACP[c],0.0,0.0,-0.0
FA161COAabcp,fatty acyl CoA peroxisomal transport via ABC system,atp[x] + h2o[x] + hdcoa[c] --> adp[x] + h[x] + hdcoa[x] + pi[x],0.0,0.0,21.86801737319
FA161tp,fatty acid peroxisomal transport,hdcea[c] --> hdcea[x],0.0,0.0,-0.0
FA180ACPH,fatty acyl ACP hydrolase,h2o[c] + ocdcaACP[c] <=> ACP[c] + h[c] + ocdca[c],0.0,0.0,-0.0
FA180ACPtm,fatty acyl ACP mitochondrial transport,ocdcaACP[m] --> ocdcaACP[c],0.0,0.0,-0.0
FA180COAabcp,fatty acyl CoA transport via ABC system,atp[x] + h2o[x] + stcoa[c] --> adp[x] + h[x] + pi[x] + stcoa[x],0.0,0.0,20.61841638043
FA181ACPH,fatty acyl ACP hydrolase,h2o[c] + octeACP[c] <=> ACP[c] + h[c] + ocdcea[c],0.0,0.0,-0.0
FA181ACPtm,fatty acyl ACP mitochondrial transport,octeACP[m] --> octeACP[c],0.0,0.0,-0.0
FA181COAabcp,fatty acyl CoA peroxisomal transport via ABC system,atp[x] + h2o[x] + odecoa[c] --> adp[x] + h[x] + odecoa[x] + pi[x],93.9561209112,0.0,113.67285591054
FA182ACPH,fatty acyl ACP hydrolase,h2o[c] + ocdcyaACP[c] <=> ACP[c] + h[c] + ocdcya[c],0.0,0.0,-0.0
FA182ACPtm,fatty acyl ACP mitochondrial transport,ocdcyaACP[m] --> ocdcyaACP[c],0.0,0.0,-0.0
FA182COAabcp,fatty acyl CoA peroxisomal transport via ABC system,atp[x] + h2o[x] + ocdycacoa[c] --> adp[x] + h[x] + ocdycacoa[x] + pi[x],0.0,0.0,107.51859301093
FA240tp,fatty acid peroxisomal transport,ttc[c] --> ttc[x],0.0,0.0,-0.0
FA260tp,fatty acid peroxisomal transport,hexc[c] --> hexc[x],0.0,0.0,-0.0
FA80tp,fatty acid peroxisomal transport,octa[c] --> octa[x],0.0,0.0,-0.0
FACOAL100p,fatty acid CoA ligase decanoate peroxisomal,atp[x] + coa[x] + dca[x] <=> amp[x] + dcacoa[x] + ppi[x],0.0,0.0,-0.0
FACOAL120p,fatty acid CoA ligase dodecanoate peroxisomal,atp[x] + coa[x] + ddca[x] <=> amp[x] + ddcacoa[x] + ppi[x],0.0,0.0,-0.0
FACOAL140,fatty acid CoA ligase tetradecanoate ,atp[c] + coa[c] + ttdca[c] <=> amp[c] + ppi[c] + tdcoa[c],-6.69040012449,-30.188543168859997,33.80284224304
FACOAL140p,fatty acid CoA ligase tetradecanoate peroxisomal,atp[x] + coa[x] + ttdca[x] <=> amp[x] + ppi[x] + tdcoa[x],0.0,0.0,-0.0
FACOAL141,fatty acid CoA ligase tetradecenoate ,atp[c] + coa[c] + ttdcea[c] --> amp[c] + ppi[c] + tdecoa[c],0.0,0.0,-0.0
FACOAL141p,fatty acid CoA ligase tetradecenoate peroxisomal,atp[x] + coa[x] + ttdcea[x] <=> amp[x] + ppi[x] + tdecoa[x],0.0,0.0,-0.0
FACOAL160,fatty acid CoA ligase hexadecanoate ,atp[c] + coa[c] + hdca[c] --> amp[c] + pmtcoa[c] + ppi[c],8.456146205540001,0.0,72.58485179406
FACOAL161,fatty acid CoA ligase hexadecenoate ,atp[c] + coa[c] + hdcea[c] --> amp[c] + hdcoa[c] + ppi[c],14.29528681264,0.0,105.47679745527
FACOAL161p,fatty acid CoA ligase hexadecenoate peroxisomal,atp[x] + coa[x] + hdcea[x] <=> amp[x] + hdcoa[x] + ppi[x],0.0,0.0,-0.0
FACOAL180,fatty acid CoA ligase octadecanoate ,atp[c] + coa[c] + ocdca[c] --> amp[c] + ppi[c] + stcoa[c],1.6378936362499998,0.0,22.55686355324
FACOAL181,fatty acid CoA ligase octadecenoate ,atp[c] + coa[c] + ocdcea[c] --> amp[c] + odecoa[c] + ppi[c],104.9920049187,100.0,188.51809321751
FACOAL182,fatty acid CoA ligase octadecynoate ,atp[c] + coa[c] + ocdcya[c] --> amp[c] + ocdycacoa[c] + ppi[c],0.0,0.0,15.839338012099999
FACOAL240p,fatty acid CoA ligase n C240 peroxisomal,atp[x] + coa[x] + ttc[x] <=> amp[x] + ppi[x] + ttccoa[x],0.0,0.0,-0.0
FACOAL260p,fatty acid CoA ligase n C260 peroxisomal,atp[x] + coa[x] + hexc[x] <=> amp[x] + hexccoa[x] + ppi[x],0.0,0.0,-0.0
FACOAL80p,fatty acid CoA ligase octanoate peroxisomal,atp[x] + coa[x] + octa[x] <=> amp[x] + occoa[x] + ppi[x],0.0,0.0,-0.0
FADFMNtm,FADFMN antiport,fad[c] + fmn[m] --> fad[m] + fmn[c],0.0,0.0,-0.0
FALDH,formaldehyde dehydrogenase,fald[c] + gthrd[c] + nad[c] <=> Sfglutth[c] + h[c] + nadh[c],0.0,0.0,-0.0
FAO141p_even,fatty acid oxidation,6.0 coa[x] + 6.0 h2o[x] + 6.0 nad[x] + nadph[x] + 6.0 o2[x] + tdecoa[x] --> 7.0 accoa[x] + 6.0 h2o2[x] + 5.0 h[x] + 6.0 nadh[x] + nadp[x],0.0,0.0,22.551392916030004
FAO141p_odd,Fatty acid oxidation,6.0 coa[x] + 6.0 h2o[x] + 6.0 nad[x] + 5.0 o2[x] + tdecoa[x] --> 7.0 accoa[x] + 5.0 h2o2[x] + 6.0 h[x] + 6.0 nadh[x],0.0,0.0,24.992019855000002
FAO161p_even,Fatty acid oxidation,7.0 coa[x] + 7.0 h2o[x] + hdcoa[x] + 7.0 nad[x] + nadph[x] + 7.0 o2[x] --> 8.0 accoa[x] + 7.0 h2o2[x] + 6.0 h[x] + 7.0 nadh[x] + nadp[x],0.0,0.0,19.97632036853
FAO161p_odd,Fatty acid oxidation,7.0 coa[x] + 7.0 h2o[x] + hdcoa[x] + 7.0 nad[x] + 6.0 o2[x] --> 8.0 accoa[x] + 6.0 h2o2[x] + 7.0 h[x] + 7.0 nadh[x],0.0,0.0,21.868017373119997
FAO181p_even,Fatty acid oxidation,8.0 coa[x] + 8.0 h2o[x] + 8.0 nad[x] + nadph[x] + 8.0 o2[x] + odecoa[x] --> 9.0 accoa[x] + 8.0 h2o2[x] + 7.0 h[x] + 8.0 nadh[x] + nadp[x],0.0,0.0,96.26143151880999
FAO181p_odd,Fatty acid oxidation,8.0 coa[x] + 8.0 h2o[x] + 8.0 nad[x] + 7.0 o2[x] + odecoa[x] --> 9.0 accoa[x] + 7.0 h2o2[x] + 8.0 h[x] + 8.0 nadh[x],93.9561209112,0.0,113.6728559105
FAO182p_eveneven,Fatty acid oxidation,8.0 coa[x] + 8.0 h2o[x] + 8.0 nad[x] + 2.0 nadph[x] + 8.0 o2[x] + ocdycacoa[x] --> 9.0 accoa[x] + 8.0 h2o2[x] + 6.0 h[x] + 8.0 nadh[x] + 2.0 nadp[x],0.0,0.0,47.84718511866
FAO182p_evenodd,Fatty acid oxidation,8.0 coa[x] + 8.0 h2o[x] + 8.0 nad[x] + nadph[x] + 7.0 o2[x] + ocdycacoa[x] --> 9.0 accoa[x] + 7.0 h2o2[x] + 7.0 h[x] + 8.0 nadh[x] + nadp[x],0.0,0.0,93.03839711690999
FAO182p_oddodd,Fatty acid oxidation,8.0 coa[x] + 8.0 h2o[x] + 8.0 nad[x] + 6.0 o2[x] + ocdycacoa[x] --> 9.0 accoa[x] + 6.0 h2o2[x] + 8.0 h[x] + 8.0 nadh[x],0.0,0.0,107.51859301087
FAO240p,fatty acid oxidation tetradecansoyl CoA peroxisomal,3.0 coa[x] + 3.0 h2o[x] + 3.0 nad[x] + 3.0 o2[x] + ttccoa[x] --> 3.0 accoa[x] + 3.0 h2o2[x] + 3.0 h[x] + 3.0 nadh[x] + stcoa[x],0.0,0.0,-0.0
FAO80p,fatty acid oxidation octanoyl CoA peroxisomal,3.0 coa[x] + 3.0 h2o[x] + 3.0 nad[x] + 3.0 o2[x] + occoa[x] --> 4.0 accoa[x] + 3.0 h2o2[x] + 3.0 h[x] + 3.0 nadh[x],0.0,0.0,26.977367226650003
FAS100,fatty acid synthase n C100 ,3.0 h[c] + malcoa[c] + 2.0 nadph[c] + octa[c] --> co2[c] + coa[c] + dca[c] + h2o[c] + 2.0 nadp[c],0.0,0.0,32.688949620710005
FAS100ACPm,fatty acyl ACP synthase n C100ACP mitochondrial,3.0 h[m] + malACP[m] + 2.0 nadph[m] + ocACP[m] --> ACP[m] + co2[m] + dcaACP[m] + h2o[m] + 2.0 nadp[m],0.0,0.0,-0.0
PGI,glucose 6 phosphate isomerase,g6p[c] <=> f6p[c],-282.50350115253,-285.97041991054,-256.517
FAS120,fatty acid synthase n C120 ,dca[c] + 3.0 h[c] + malcoa[c] + 2.0 nadph[c] --> co2[c] + coa[c] + ddca[c] + h2o[c] + 2.0 nadp[c],0.0,0.0,32.688949620710005
FAS120ACPm,fatty acyl ACP synthase n C120ACP mitochondrial,dcaACP[m] + 3.0 h[m] + malACP[m] + 2.0 nadph[m] --> ACP[m] + co2[m] + ddcaACP[m] + h2o[m] + 2.0 nadp[m],0.0,0.0,-0.0
PGK,phosphoglycerate kinase,3pg[c] + atp[c] <=> 13dpg[c] + adp[c],205.05681342562,191.2902705259,242.99969595551002
FAS140,fatty acid synthase n C140 ,ddca[c] + 3.0 h[c] + malcoa[c] + 2.0 nadph[c] --> co2[c] + coa[c] + h2o[c] + 2.0 nadp[c] + ttdca[c],0.0,0.0,32.68894962041
FAS140ACPm,fatty acyl ACP synthase n C140ACP mitochondrial,ddcaACP[m] + 3.0 h[m] + malACP[m] + 2.0 nadph[m] --> ACP[m] + co2[m] + h2o[m] + myrsACP[m] + 2.0 nadp[m],0.0,0.0,-0.0
PGM,phosphoglycerate mutase,2pg[c] <=> 3pg[c],205.05681342562,191.29027052588998,476.99360526146995
FAS141ACPm,fatty acyl ACP synthase n C141ACP mitochondrial,ddcaACP[m] + 4.0 h[m] + malACP[m] + 3.0 nadph[m] + o2[m] --> ACP[m] + co2[m] + 3.0 h2o[m] + 3.0 nadp[m] + tdeACP[m],0.0,0.0,-0.0
FAS160,fatty acid synthase n C160 ,3.0 h[c] + malcoa[c] + 2.0 nadph[c] + ttdca[c] --> co2[c] + coa[c] + h2o[c] + hdca[c] + 2.0 nadp[c],7.14421875346,0.0,30.18854316858
FAS160ACPm,fatty acyl ACP synthase n C160ACP mitochondrial,3.0 h[m] + malACP[m] + myrsACP[m] + 2.0 nadph[m] --> ACP[m] + co2[m] + h2o[m] + 2.0 nadp[m] + palmACP[m],0.0,0.0,-0.0
PYK,pyruvate kinase,adp[c] + h[c] + pep[c] --> atp[c] + pyr[c],86.06354673526,0.0,618.18715822796
FAS161ACPm,fatty acyl ACP synthase n C161ACP mitochondrial,4.0 h[m] + malACP[m] + myrsACP[m] + 3.0 nadph[m] + o2[m] --> ACP[m] + co2[m] + 3.0 h2o[m] + hdeACP[m] + 3.0 nadp[m],0.0,0.0,-0.0
FAS180,fatty acid synthase n C180 ,3.0 h[c] + hdca[c] + malcoa[c] + 2.0 nadph[c] --> co2[c] + coa[c] + h2o[c] + 2.0 nadp[c] + ocdca[c],0.73025637831,0.0,21.315058029539998
FAS180ACPm,fatty acyl ACP synthase n C180ACP mitochondrial,3.0 h[m] + malACP[m] + 2.0 nadph[m] + palmACP[m] --> ACP[m] + co2[m] + h2o[m] + 2.0 nadp[m] + ocdcaACP[m],0.0,0.0,-0.0
TPI,triose phosphate isomerase,dhap[c] <=> g3p[c],-147.59780138374998,-157.2308,-136.47617770082002
FAS181ACPm,fatty acyl ACP synthase n C181ACP mitochondrial,4.0 h[m] + malACP[m] + 3.0 nadph[m] + o2[m] + palmACP[m] --> ACP[m] + co2[m] + 3.0 h2o[m] + 3.0 nadp[m] + octeACP[m],0.0,0.0,-0.0
FAS182ACPm,fatty acyl ACP synthase n C182ACP mitochondrial,5.0 h[m] + malACP[m] + 4.0 nadph[m] + 2.0 o2[m] + palmACP[m] --> ACP[m] + co2[m] + 5.0 h2o[m] + 4.0 nadp[m] + ocdcyaACP[m],0.0,0.0,-0.0
FAS240_L,fatty acid synthase n C240 lumped reaction,9.0 h[c] + 3.0 malcoa[c] + 6.0 nadph[c] + ocdca[c] --> 3.0 co2[c] + 3.0 coa[c] + 3.0 h2o[c] + 6.0 nadp[c] + ttc[c],0.0,0.0,-0.0
FAS260,fatty acid synthase n C260 ,3.0 h[c] + malcoa[c] + 2.0 nadph[c] + ttc[c] --> co2[c] + coa[c] + h2o[c] + hexc[c] + 2.0 nadp[c],0.0,0.0,-0.0
FAS80ACPm_L,fatty acyl ACP synthase n C80ACP mitochondrial lumped reaction,acACP[m] + 9.0 h[m] + 3.0 malACP[m] + 6.0 nadph[m] --> 3.0 ACP[m] + 3.0 co2[m] + 3.0 h2o[m] + 6.0 nadp[m] + ocACP[m],0.0,0.0,-0.0
DOLPMMer,Dolichyl phosphate mannose protein mannosyltransferase endoplasmic reticular,dolmanp[r] --> dolp[r] + h[r] + mannan[r],5.6834849080200005,5.4218660963200005,5.6834849080200005
FAS80_L,fatty acid synthase n C80 lumped reaction,accoa[c] + 8.0 h[c] + 3.0 malcoa[c] + 6.0 nadph[c] --> 3.0 co2[c] + 4.0 coa[c] + 2.0 h2o[c] + 6.0 nadp[c] + octa[c],0.0,0.0,32.68894962076
DOLPMTcer,Dolichyl phosphate D mannosyltransferase,dolp[c] + gdpmann[c] --> dolmanp[r] + gdp[c],5.6834849080200005,5.4218660963200005,5.6834849080200005
FBA2,D Fructose 1 phosphate D glyceraldehyde 3 phosphate lyase,f1p[c] <=> dhap[c] + glyald[c],0.0,0.0,-0.0
FBA3,Sedoheptulose 1 7 bisphosphate D glyceraldehyde 3 phosphate lyase,s17bp[c] <=> dhap[c] + e4p[c],8.39281119985,0.0,15.12871208302
FBP,fructose bisphosphatase,fdp[c] + h2o[c] --> f6p[c] + pi[c],148.9667,129.77558570198,657.13271991878
FBP26,Fructose 2 6 bisphosphate 2 phosphatase,f26bp[c] + h2o[c] --> f6p[c] + pi[c],0.0,0.0,527.35713421668
FCLTm,Ferrochelatase mitochondrial,fe2[m] + ppp9[m] --> 2.0 h[m] + pheme[m],0.0,0.0,-0.0
FDH,formate dehydrogenase,for[c] + nad[c] --> co2[c] + nadh[c],2.72891326751,0.0,20.225012691579998
FDNG,formate dehydrogenase cytosolicmitochondrial,for[c] + h[c] + q6[m] --> co2[c] + q6h2[m],0.0,0.0,20.225012691579998
FKYNH,N Formyl L kynurenine amidohydrolase,Lfmkynr[c] + h2o[c] --> Lkynr[c] + for[c] + h[c],0.0,0.0,15.92167214609
FMETTRSm,Methionyl tRNA formyltransferase mitochondrial,10fthf[m] + mettrna[m] --> fmettrna[m] + h[m] + thf[m],0.0,0.0,-0.0
